ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050716	positive regulation of interleukin-1 secretion	4/225	34/18493	0.000742974000424428	0.00599467789502619	0.004557357464055	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	4/225	34/18493	0.000742974000424428	0.00599467789502619	0.004557357464055	NLRP3/NCKAP1L/CCL19/IL12B	4
BP	GO:0034113	heterotypic cell-cell adhesion	5/225	59/18493	0.000748253445771667	0.00599467789502619	0.004557357464055	ITGAD/CD2/PTPRC/CD200R1/FGG	5
BP	GO:0046847	filopodium assembly	5/225	59/18493	0.000748253445771667	0.00599467789502619	0.004557357464055	CCL21/PPP1R16B/RIPOR2/DOCK11/NEURL1	5
BP	GO:2000401	regulation of lymphocyte migration	5/225	59/18493	0.000748253445771667	0.00599467789502619	0.004557357464055	CCR2/CCL21/CD200R1/RIPOR2/SPN	5
BP	GO:0031348	negative regulation of defense response	9/225	199/18493	0.000759888930523319	0.00605290837761678	0.00460162625198936	CNR2/ABCD2/PTPRC/NLRP3/CD200R1/KRT1/CD96/IL12B/CR1	9
BP	GO:0071222	cellular response to lipopolysaccharide	9/225	199/18493	0.000759888930523319	0.00605290837761678	0.00460162625198936	IRF8/IL6/PDCD1LG2/CCR5/TLR4/NLRP3/NUGGC/AICDA/IL12B	9
BP	GO:0072604	interleukin-6 secretion	4/225	35/18493	0.000830909473845288	0.00659965920200326	0.00501728477345277	TLR8/CD200R1/BANK1/LEP	4
BP	GO:0007596	blood coagulation	12/225	334/18493	0.000836318245190245	0.00662364050190674	0.00503551617104021	PIK3CG/IL6/TLR4/PLEK/PRKCB/KRT1/SELP/P2RY12/DOCK11/FGG/CD40LG/PRTN3	12
BP	GO:0019058	viral life cycle	11/225	289/18493	0.00085881880823827	0.00678246648557403	0.00515626107090424	CLEC4G/GPR15/CD28/CCR5/FCN1/CD209/CR2/AICDA/SELPLG/CR1/SLAMF1	11
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	10/225	245/18493	0.000865984105088337	0.00681962482757065	0.00518451010283149	CCL21/CCL11/PTPRC/TLR4/CSF1R/ROS1/CCL19/CCL23/FGG/SLAMF1	10
BP	GO:0045072	regulation of interferon-gamma biosynthetic process	3/225	16/18493	0.000885271033040958	0.00695176006682588	0.00528496379349336	TLR8/TLR7/IL12B	3
BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	4/225	36/18493	0.000925937329326593	0.00723013599124878	0.00549659461323007	TLR8/TLR10/TLR4/TLR7	4
BP	GO:0042092	type 2 immune response	4/225	36/18493	0.000925937329326593	0.00723013599124878	0.00549659461323007	CCR2/IL6/NLRP3/IL33	4
BP	GO:0032623	interleukin-2 production	5/225	62/18493	0.000939066897324554	0.00731206022298782	0.00555887619291472	CARD11/CCR2/PTPRC/CD28/CD3E	5
BP	GO:0018108	peptidyl-tyrosine phosphorylation	13/225	387/18493	0.000952889149174953	0.00739890398182905	0.0056248977639636	IL6/PTPRC/CSF1R/BANK1/ROS1/BLK/ITK/IL12B/LEP/CD3E/CSF2RB/CASS4/NEURL1	13
BP	GO:1904951	positive regulation of establishment of protein localization	14/225	437/18493	0.000967343750869491	0.00749015887544757	0.00569427282928763	CD2/IL6/TLR8/CRTAM/TLR4/NLRP3/FCN1/CSF1R/BLK/CLEC9A/IL33/CCL19/LEP/FGG	14
BP	GO:0071219	cellular response to molecule of bacterial origin	9/225	206/18493	0.000970459801832282	0.00749335535008102	0.00569670289772241	IRF8/IL6/PDCD1LG2/CCR5/TLR4/NLRP3/NUGGC/AICDA/IL12B	9
BP	GO:0050817	coagulation	12/225	340/18493	0.000975311196180397	0.00750989621058905	0.00570927782091566	PIK3CG/IL6/TLR4/PLEK/PRKCB/KRT1/SELP/P2RY12/DOCK11/FGG/CD40LG/PRTN3	12
BP	GO:0046637	regulation of alpha-beta T cell differentiation	5/225	63/18493	0.00101005501960491	0.00775587954112139	0.00589628269208059	NLRP3/NCKAP1L/PRDM1/CCL19/IL12B	5
BP	GO:0018212	peptidyl-tyrosine modification	13/225	390/18493	0.0010221141324663	0.00782679661656518	0.00595019625820745	IL6/PTPRC/CSF1R/BANK1/ROS1/BLK/ITK/IL12B/LEP/CD3E/CSF2RB/CASS4/NEURL1	13
BP	GO:0050856	regulation of T cell receptor signaling pathway	4/225	37/18493	0.00102836279820849	0.00785295227722849	0.00597008067859476	TRAT1/UBASH3A/CD226/TESPA1	4
BP	GO:0002418	immune response to tumor cell	3/225	17/18493	0.0010653638079923	0.00806882097200725	0.00613419138222774	CRTAM/CD226/IL12B	3
BP	GO:0002710	negative regulation of T cell mediated immunity	3/225	17/18493	0.0010653638079923	0.00806882097200725	0.00613419138222774	IL7R/CLEC4G/PTPRC	3
BP	GO:0042095	interferon-gamma biosynthetic process	3/225	17/18493	0.0010653638079923	0.00806882097200725	0.00613419138222774	TLR8/TLR7/IL12B	3
BP	GO:0051701	interaction with host	9/225	209/18493	0.00107412195593263	0.00811298654453747	0.00616776754847878	CLEC4G/GPR15/CCR5/FCN1/CD209/CR2/SELPLG/CR1/SLAMF1	9
BP	GO:0002224	toll-like receptor signaling pathway	7/225	131/18493	0.00112058035721688	0.00844089334294889	0.00641705341861612	TLR8/FCRL3/TLR10/TLR4/TLR7/LILRA4/FGG	7
BP	GO:0002714	positive regulation of B cell mediated immunity	4/225	38/18493	0.00113849110293208	0.00848359499281649	0.00644951666120552	PTPRC/CD28/CD226/FCER2	4
BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	4/225	38/18493	0.00113849110293208	0.00848359499281649	0.00644951666120552	PTPRC/CD28/CD226/FCER2	4
BP	GO:0032731	positive regulation of interleukin-1 beta production	4/225	38/18493	0.00113849110293208	0.00848359499281649	0.00644951666120552	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0045124	regulation of bone resorption	4/225	38/18493	0.00113849110293208	0.00848359499281649	0.00644951666120552	CLDN18/IL6/DCSTAMP/CSF1R	4
BP	GO:0022408	negative regulation of cell-cell adhesion	8/225	170/18493	0.00114999159369512	0.00854631822445814	0.00649720098935414	CCL21/CLEC4G/PDCD1LG2/RIPOR2/LAX1/PLA2G2D/FGG/SPN	8
BP	GO:0033627	cell adhesion mediated by integrin	5/225	65/18493	0.00116388646957417	0.00862645265684385	0.00655812190286375	PIK3CG/CCL21/NCKAP1L/P2RY12/CD3E	5
BP	GO:0008037	cell recognition	9/225	213/18493	0.00122611100573585	0.00906341255439942	0.00689031363784751	CCL21/CD5/CRTAM/FCN1/CD209/DOCK2/FOLR2/CD226/CCL19	9
BP	GO:0033003	regulation of mast cell activation	4/225	39/18493	0.00125662714243596	0.00926428308200126	0.00704302222608283	CNR2/CD84/NR4A3/CD226	4
BP	GO:0051023	regulation of immunoglobulin secretion	3/225	18/18493	0.00126701650964977	0.00931610017174844	0.00708241533524735	IL6/IL33/CD40LG	3
BP	GO:0061900	glial cell activation	4/225	40/18493	0.00138307519031882	0.0101425513956713	0.00771071158735246	TLR8/PTPRC/TLR7/IL33	4
BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	6/225	100/18493	0.00139764224758369	0.0102223332725646	0.00777136447621873	CCL21/RIPOR2/CCL19/P2RY12/DOCK11/NEURL1	6
BP	GO:0071346	cellular response to interferon-gamma	8/225	178/18493	0.00154160742702579	0.0112456204939881	0.00854930212993251	CCL21/VCAM1/IRF8/CCL11/TLR4/CCL19/IL12B/CCL23	8
BP	GO:1901222	regulation of NIK/NF-kappaB signaling	6/225	102/18493	0.00154745251335407	0.0112586308845603	0.00855919307013359	CD27/TLR4/NLRP3/TLR7/CCL19/IL12B	6
BP	GO:0050728	negative regulation of inflammatory response	7/225	139/18493	0.00157906601440461	0.0114585628060984	0.00871118809820344	CNR2/ABCD2/PTPRC/NLRP3/CD200R1/KRT1/IL12B	7
BP	GO:1901224	positive regulation of NIK/NF-kappaB signaling	5/225	70/18493	0.00162382837731785	0.011752616871867	0.00893473797276442	CD27/TLR4/TLR7/CCL19/IL12B	5
BP	GO:0051048	negative regulation of secretion	9/225	222/18493	0.00163201114627744	0.0117810804621903	0.00895637695955985	CCR2/TLR8/CD84/NLRP3/CD200R1/BANK1/IL33/P2RY12/LEP	9
BP	GO:0050706	regulation of interleukin-1 beta secretion	4/225	42/18493	0.00166211955450208	0.0119362575261134	0.00907434782686982	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0071622	regulation of granulocyte chemotaxis	4/225	42/18493	0.00166211955450208	0.0119362575261134	0.00907434782686982	CCL21/NCKAP1L/RIPOR2/CCL19	4
BP	GO:0009615	response to virus	11/225	315/18493	0.00171225841364187	0.0122645486372487	0.00932392586457505	IL6/CCL11/TLR8/PTPRC/NLRP3/TLR7/AICDA/IL33/CCL19/IL12B/DMBT1	11
BP	GO:0002827	positive regulation of T-helper 1 type immune response	3/225	20/18493	0.0017386414670865	0.0123894965212436	0.00941891548398638	CCR2/CCL19/IL12B	3
BP	GO:0031579	membrane raft organization	3/225	20/18493	0.0017386414670865	0.0123894965212436	0.00941891548398638	CD2/PTPRC/DOCK2	3
BP	GO:0002534	cytokine production involved in inflammatory response	4/225	43/18493	0.00181531874664068	0.0129027270915076	0.00980909077132156	ABCD2/TLR4/CD96/LEP	4
BP	GO:0009988	cell-cell recognition	5/225	72/18493	0.00184079269794689	0.0130503257255979	0.0099213002592265	CCL21/CD209/DOCK2/FOLR2/CCL19	5
BP	GO:0050868	negative regulation of T cell activation	6/225	106/18493	0.00188343535239671	0.0133185785633767	0.0101252351651402	CLEC4G/PDCD1LG2/RIPOR2/LAX1/PLA2G2D/SPN	6
BP	GO:0032611	interleukin-1 beta production	5/225	73/18493	0.00195689268421824	0.0137752415361215	0.0104724058461742	TLR8/TLR4/NLRP3/CCL19/CMA1	5
BP	GO:0051607	defense response to virus	9/225	228/18493	0.0019579528013102	0.0137752415361215	0.0104724058461742	IL6/TLR8/PTPRC/NLRP3/TLR7/AICDA/IL33/IL12B/DMBT1	9
BP	GO:0002639	positive regulation of immunoglobulin production	4/225	44/18493	0.00197803517910715	0.0138462462537501	0.0105263860408626	IL6/PTPRC/CD28/IL33	4
BP	GO:0043303	mast cell degranulation	4/225	44/18493	0.00197803517910715	0.0138462462537501	0.0105263860408626	PIK3CG/CD84/NR4A3/CPLX2	4
BP	GO:0009595	detection of biotic stimulus	3/225	21/18493	0.00201032749217334	0.0139315695207613	0.0105912516824501	CRTAM/TLR4/NLRP3	3
BP	GO:0033622	integrin activation	3/225	21/18493	0.00201032749217334	0.0139315695207613	0.0105912516824501	PLEK/SELP/P2RY12	3
BP	GO:0035743	CD4-positive, alpha-beta T cell cytokine production	3/225	21/18493	0.00201032749217334	0.0139315695207613	0.0105912516824501	IL6/NLRP3/IL12B	3
BP	GO:0048305	immunoglobulin secretion	3/225	21/18493	0.00201032749217334	0.0139315695207613	0.0105912516824501	IL6/IL33/CD40LG	3
BP	GO:0071216	cellular response to biotic stimulus	9/225	229/18493	0.00201700490626997	0.0139429865341156	0.0105999312832458	IRF8/IL6/PDCD1LG2/CCR5/TLR4/NLRP3/NUGGC/AICDA/IL12B	9
BP	GO:0002279	mast cell activation involved in immune response	4/225	45/18493	0.00215056589432069	0.014792478062176	0.0112457435560403	PIK3CG/CD84/NR4A3/CPLX2	4
BP	GO:0032732	positive regulation of interleukin-1 production	4/225	45/18493	0.00215056589432069	0.014792478062176	0.0112457435560403	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0002347	response to tumor cell	3/225	22/18493	0.00230700316948448	0.0156740509456151	0.0119159451633332	CRTAM/CD226/IL12B	3
BP	GO:0032727	positive regulation of interferon-alpha production	3/225	22/18493	0.00230700316948448	0.0156740509456151	0.0119159451633332	TLR8/TLR4/TLR7	3
BP	GO:0035584	calcium-mediated signaling using intracellular calcium source	3/225	22/18493	0.00230700316948448	0.0156740509456151	0.0119159451633332	VCAM1/PTPRC/SELP	3
BP	GO:0035590	purinergic nucleotide receptor signaling pathway	3/225	22/18493	0.00230700316948448	0.0156740509456151	0.0119159451633332	P2RY13/P2RY12/P2RY8	3
BP	GO:0045624	positive regulation of T-helper cell differentiation	3/225	22/18493	0.00230700316948448	0.0156740509456151	0.0119159451633332	NLRP3/CCL19/IL12B	3
BP	GO:0002448	mast cell mediated immunity	4/225	46/18493	0.00233320574762634	0.0158133162161863	0.0120218193456387	PIK3CG/CD84/NR4A3/CPLX2	4
BP	GO:0071496	cellular response to external stimulus	11/225	328/18493	0.00234691318865955	0.0158674228267421	0.0120629530261782	TLR8/PTPRC/CYBB/TLR4/RIPOR2/FOLR2/TLR7/P2RY12/MAP1LC3C/LEP/SLC1A2	11
BP	GO:0030193	regulation of blood coagulation	5/225	77/18493	0.00247532078602621	0.0166543427642346	0.0126611962535117	TLR4/PLEK/KRT1/SELP/FGG	5
BP	GO:1900046	regulation of hemostasis	5/225	77/18493	0.00247532078602621	0.0166543427642346	0.0126611962535117	TLR4/PLEK/KRT1/SELP/FGG	5
BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	4/225	47/18493	0.00252624718557622	0.0167547473451074	0.0127375272214267	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	4/225	47/18493	0.00252624718557622	0.0167547473451074	0.0127375272214267	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	4/225	47/18493	0.00252624718557622	0.0167547473451074	0.0127375272214267	NLRP3/NCKAP1L/CCL19/IL12B	4
BP	GO:0045190	isotype switching	4/225	47/18493	0.00252624718557622	0.0167547473451074	0.0127375272214267	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	4/225	47/18493	0.00252624718557622	0.0167547473451074	0.0127375272214267	NLRP3/NCKAP1L/CCL19/IL12B	4
BP	GO:0097696	STAT cascade	7/225	151/18493	0.00252650952029398	0.0167547473451074	0.0127375272214267	IL7R/CCR2/IL6/PTPRC/CSF1R/IL12B/LEP	7
BP	GO:0002691	regulation of cellular extravasation	3/225	23/18493	0.00262942414716712	0.0173956175082273	0.0132247384565471	CCR2/CCL21/RIPOR2	3
BP	GO:0050702	interleukin-1 beta secretion	4/225	48/18493	0.00272998003442238	0.0180178682271877	0.0136977945586807	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0042116	macrophage activation	5/225	80/18493	0.0029247876403714	0.0192577466487162	0.0146403921890825	TLR8/PTPRC/TLR4/TLR7/IL33	5
BP	GO:0050704	regulation of interleukin-1 secretion	4/225	49/18493	0.00294469129853356	0.019342853742974	0.0147050934888106	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0050878	regulation of body fluid levels	14/225	493/18493	0.00295542097625872	0.0193674395890997	0.0147237844829413	PIK3CG/FLI1/IL6/TLR4/PLEK/PRKCB/KRT1/SELP/P2RY12/DOCK11/FGG/CD40LG/NEURL1/PRTN3	14
BP	GO:0035588	G-protein coupled purinergic receptor signaling pathway	3/225	24/18493	0.00297830746894326	0.0194713875092234	0.0148028092175383	P2RY13/P2RY12/P2RY8	3
BP	GO:0034341	response to interferon-gamma	8/225	198/18493	0.00299019401936334	0.0195031007568828	0.0148269187040629	CCL21/VCAM1/IRF8/CCL11/TLR4/CCL19/IL12B/CCL23	8
BP	GO:0032755	positive regulation of interleukin-6 production	5/225	81/18493	0.003086909924338	0.020086653310481	0.0152705551483189	IL6/TLR8/TLR4/TLR7/IL33	5
BP	GO:0016447	somatic recombination of immunoglobulin gene segments	4/225	50/18493	0.00317066496845449	0.0205372382436864	0.0156131050975394	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	9/225	245/18493	0.00317097329303672	0.0205372382436864	0.0156131050975394	IL6/PTPRC/CSF1R/BANK1/IL12B/LEP/CD3E/CASS4/NEURL1	9
BP	GO:0050818	regulation of coagulation	5/225	82/18493	0.00325541635844192	0.0210349980083939	0.0159915189537498	TLR4/PLEK/KRT1/SELP/FGG	5
BP	GO:0030194	positive regulation of blood coagulation	3/225	25/18493	0.0033543325904953	0.0215735729486148	0.0164009618907598	TLR4/PLEK/SELP	3
BP	GO:1900048	positive regulation of hemostasis	3/225	25/18493	0.0033543325904953	0.0215735729486148	0.0164009618907598	TLR4/PLEK/SELP	3
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	6/225	119/18493	0.00336432793539798	0.0215877709188037	0.016411755669266	CLDN18/CD27/TNFSF8/TNFRSF9/TNFRSF13B/CD40LG	6
BP	GO:0046849	bone remodeling	5/225	83/18493	0.00343044734222415	0.0219612009991809	0.0166956498824182	CLDN18/IL6/DCSTAMP/CSF1R/LEP	5
BP	GO:0038061	NIK/NF-kappaB signaling	6/225	120/18493	0.00350622695971605	0.0223946109039928	0.0170251427925092	CD27/TLR4/NLRP3/TLR7/CCL19/IL12B	6
BP	GO:0032720	negative regulation of tumor necrosis factor production	4/225	52/18493	0.00365751933244617	0.0233072266426225	0.0177189442312335	TLR4/LILRA4/GPR18/SLAMF1	4
BP	GO:0050820	positive regulation of coagulation	3/225	26/18493	0.00375814237474248	0.0238935106944637	0.018164657253101	TLR4/PLEK/SELP	3
BP	GO:0031529	ruffle organization	4/225	53/18493	0.00391895134056315	0.0248021304019202	0.0188554207733896	CCL21/CSF1R/PLEK/P2RY12	4
BP	GO:0046579	positive regulation of Ras protein signal transduction	4/225	53/18493	0.00391895134056315	0.0248021304019202	0.0188554207733896	GPR65/P2RY8/GPR18/GPR174	4
BP	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	4/225	54/18493	0.00419274806188833	0.0264512943600519	0.0201091711509166	TLR4/LILRA4/GPR18/SLAMF1	4
BP	GO:0032612	interleukin-1 production	5/225	87/18493	0.00419861815238918	0.0264512943600519	0.0201091711509166	TLR8/TLR4/NLRP3/CCL19/CMA1	5
BP	GO:1904894	positive regulation of STAT cascade	5/225	88/18493	0.00440837038834497	0.0277097567267398	0.0210658969267613	IL7R/IL6/CSF1R/IL12B/LEP	5
BP	GO:0002920	regulation of humoral immune response	6/225	126/18493	0.00445300887750236	0.0279270149512139	0.0212310639979989	PTPRC/C7/CR2/C1S/CR1/FCER2	6
BP	GO:0051897	positive regulation of protein kinase B signaling	7/225	168/18493	0.00455255442804207	0.0284706067822047	0.0216443209455358	PIK3CG/TRAT1/CCL21/CD28/CCL19/P2RY12/LEP	7
BP	GO:0031334	positive regulation of protein complex assembly	9/225	259/18493	0.00456022706035314	0.0284706067822047	0.0216443209455358	CCL21/WIPF1/JCHAIN/CCL11/TLR4/NCKAP1L/PLEK/P2RY12/TCL1A	9
BP	GO:0072606	interleukin-8 secretion	3/225	28/18493	0.00465151024615551	0.028975250342344	0.0220279680965188	CD2/FCN1/LEP	3
BP	GO:0035306	positive regulation of dephosphorylation	4/225	56/18493	0.00477849710987909	0.0295669508673769	0.0224777989050233	PPP1R16B/FCRL3/PTPRC/PLEK	4
BP	GO:0042130	negative regulation of T cell proliferation	4/225	56/18493	0.00477849710987909	0.0295669508673769	0.0224777989050233	CLEC4G/PDCD1LG2/PLA2G2D/SPN	4
BP	GO:0050701	interleukin-1 secretion	4/225	56/18493	0.00477849710987909	0.0295669508673769	0.0224777989050233	TLR8/TLR4/NLRP3/CCL19	4
BP	GO:0048771	tissue remodeling	7/225	170/18493	0.00485394200821453	0.0299668758279971	0.0227818354247931	CLDN18/CCR2/IL6/DCSTAMP/CSF1R/IL12B/LEP	7
BP	GO:0032874	positive regulation of stress-activated MAPK cascade	7/225	171/18493	0.00501015649400145	0.030862564003049	0.0234627679555343	CCL21/CD27/TLR4/CCL19/LEP/SLAMF1/CD40LG	7
BP	GO:0070527	platelet aggregation	4/225	57/18493	0.00509097009277144	0.0312216130468196	0.0237357292168804	PIK3CG/PLEK/P2RY12/FGG	4
BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	4/225	57/18493	0.00509097009277144	0.0312216130468196	0.0237357292168804	NLRP3/NCKAP1L/CCL19/IL12B	4
BP	GO:0050869	negative regulation of B cell activation	3/225	29/18493	0.00514217976496881	0.0314660536611337	0.0239215612628502	MNDA/BANK1/TNFRSF13B	3
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	7/225	172/18493	0.00517012523688298	0.0315649876460578	0.0239967742338451	CCL21/CD27/TLR4/CCL19/LEP/SLAMF1/CD40LG	7
BP	GO:0071347	cellular response to interleukin-1	6/225	130/18493	0.0051811217095802	0.0315649876460578	0.0239967742338451	CCL21/IL6/CCL11/CCL19/CCL23/FGG	6
BP	GO:0045453	bone resorption	4/225	58/18493	0.00541684884534582	0.0329287390335496	0.0250335442945114	CLDN18/IL6/DCSTAMP/CSF1R	4
BP	GO:0015908	fatty acid transport	5/225	93/18493	0.00557030714773196	0.0337875085634857	0.0256864100190243	FABP4/ABCD2/PLA2G2D/LEP/SLC27A2	5
BP	GO:0032814	regulation of natural killer cell activation	3/225	30/18493	0.00566285865863894	0.0341125112085547	0.0259334880532872	PRDM1/IL12B/LEP	3
BP	GO:2000406	positive regulation of T cell migration	3/225	30/18493	0.00566285865863894	0.0341125112085547	0.0259334880532872	CCR2/CCL21/SPN	3
BP	GO:0019882	antigen processing and presentation	7/225	175/18493	0.00567311243403453	0.0341125112085547	0.0259334880532872	CD1C/CCL21/CD209/CD8A/CCL19/CD1E/CTSE	7
BP	GO:0120032	regulation of plasma membrane bounded cell projection assembly	7/225	175/18493	0.00567311243403453	0.0341125112085547	0.0259334880532872	CCL21/PPP1R16B/RIPOR2/CCL19/P2RY12/DOCK11/NEURL1	7
BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	4/225	59/18493	0.00575638305622395	0.0344637015806756	0.0262004748858937	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0016444	somatic cell DNA recombination	4/225	59/18493	0.00575638305622395	0.0344637015806756	0.0262004748858937	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:1904892	regulation of STAT cascade	6/225	133/18493	0.00578187532546927	0.0345417206943983	0.0262597876624081	IL7R/IL6/PTPRC/CSF1R/IL12B/LEP	6
BP	GO:0050830	defense response to Gram-positive bacterium	5/225	94/18493	0.00582628711540569	0.0347321889976442	0.026404588126864	IL6/TNFSF8/NLRP3/LYZ/DMBT1	5
BP	GO:0060491	regulation of cell projection assembly	7/225	177/18493	0.00602822841545252	0.0356900851363043	0.0271328132615179	CCL21/PPP1R16B/RIPOR2/CCL19/P2RY12/DOCK11/NEURL1	7
BP	GO:0030316	osteoclast differentiation	5/225	95/18493	0.00609044713874031	0.0356900851363043	0.0271328132615179	CLDN18/TLR4/DCSTAMP/CSF1R/IL12B	5
BP	GO:0016445	somatic diversification of immunoglobulins	4/225	60/18493	0.00610981795367728	0.0356900851363043	0.0271328132615179	PTPRC/CD28/AICDA/CD40LG	4
BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	4/225	60/18493	0.00610981795367728	0.0356900851363043	0.0271328132615179	GPR65/P2RY8/GPR18/GPR174	4
BP	GO:0002792	negative regulation of peptide secretion	6/225	135/18493	0.00620965756145535	0.0356900851363043	0.0271328132615179	TLR8/NLRP3/CD200R1/BANK1/IL33/LEP	6
BP	GO:0032728	positive regulation of interferon-beta production	3/225	31/18493	0.00621402104322104	0.0356900851363043	0.0271328132615179	TLR8/TLR4/TLR7	3
BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	3/225	31/18493	0.00621402104322104	0.0356900851363043	0.0271328132615179	CCL21/CCL19/P2RY12	3
BP	GO:0001787	natural killer cell proliferation	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	IL12B/LEP	2
BP	GO:0002468	dendritic cell antigen processing and presentation	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CCL21/CCL19	2
BP	GO:0002887	negative regulation of myeloid leukocyte mediated immunity	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CCR2/CD84	2
BP	GO:0032621	interleukin-18 production	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CD84/NLRP3	2
BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	PTPRC/CD28	2
BP	GO:0051593	response to folic acid	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	FOLR2/ASCL1	2
BP	GO:0070091	glucagon secretion	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	IL6/LEP	2
BP	GO:0097048	dendritic cell apoptotic process	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CCL21/CCL19	2
BP	GO:1900165	negative regulation of interleukin-6 secretion	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CD200R1/BANK1	2
BP	GO:2000551	regulation of T-helper 2 cell cytokine production	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	IL6/NLRP3	2
BP	GO:2000668	regulation of dendritic cell apoptotic process	2/225	10/18493	0.00621872695556817	0.0356900851363043	0.0271328132615179	CCL21/CCL19	2
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	10/225	324/18493	0.00650072009476382	0.0372313969063746	0.0283045707475362	CCL21/CCL11/PTPRC/TLR4/CSF1R/ROS1/CCL19/CCL23/FGG/SLAMF1	10
BP	GO:0035587	purinergic receptor signaling pathway	3/225	32/18493	0.0067961099915139	0.0387629977293756	0.0294689456422154	P2RY13/P2RY12/P2RY8	3
BP	GO:0070207	protein homotrimerization	3/225	32/18493	0.0067961099915139	0.0387629977293756	0.0294689456422154	SCARA5/TCL1A/SLC1A2	3
BP	GO:0007162	negative regulation of cell adhesion	9/225	276/18493	0.00683897979499472	0.0389274168207913	0.0295939426122975	CCL21/CLEC4G/PTPRC/PDCD1LG2/RIPOR2/LAX1/PLA2G2D/FGG/SPN	9
BP	GO:0051896	regulation of protein kinase B signaling	8/225	228/18493	0.00692839841002063	0.0393555745749532	0.0299194426593212	PIK3CG/TRAT1/CCL21/CD28/BANK1/CCL19/P2RY12/LEP	8
BP	GO:0032102	negative regulation of response to external stimulus	10/225	329/18493	0.00720821564725313	0.0408612960617294	0.0310641432048235	CNR2/ABCD2/PTPRC/NLRP3/CD200R1/KRT1/IL12B/LEP/GPR18/FGG	10
BP	GO:0002532	production of molecular mediator involved in inflammatory response	4/225	63/18493	0.00725591003330968	0.0410477196170091	0.0312058687146853	ABCD2/TLR4/CD96/LEP	4
BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	6/225	140/18493	0.0073794212750628	0.0415767393790124	0.0316080474811205	WIPF1/PTPRC/NR4A3/CD3G/NCKAP1L/CD226	6
BP	GO:0046330	positive regulation of JNK cascade	6/225	140/18493	0.0073794212750628	0.0415767393790124	0.0316080474811205	CCL21/CD27/TLR4/CCL19/SLAMF1/CD40LG	6
BP	GO:0045066	regulatory T cell differentiation	3/225	33/18493	0.00740953839101055	0.0415774097568446	0.0316085571250866	CD28/PLA2G2D/CR1	3
BP	GO:0071354	cellular response to interleukin-6	3/225	33/18493	0.00740953839101055	0.0415774097568446	0.0316085571250866	IL6/SELPLG/FGG	3
BP	GO:0097305	response to alcohol	8/225	231/18493	0.00747208393779341	0.0416354177218131	0.0316526567475772	CLDN18/CCL21/VCAM1/CD27/CYBB/CCR5/CCL19/LEP	8
BP	GO:0002638	negative regulation of immunoglobulin production	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	FCRL3/IL33	2
BP	GO:0032494	response to peptidoglycan	2/225	11/18493	0.00754003596549428	0.0416354177218131	0.0316526567475772	IL6/NLRP3	2
